make,model,year,fuel,hp,cylinders,transmission,drive,doors,size,style,highway_mpg,city_mpg,popularity,price
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,31630
Saab,9-2X,2005,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,27,20,376,22990
Ford,Aerostar,1996,regular unleaded,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Minivan,21,15,5657,2000
Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,23,16,2031,34180
Chevrolet,TrailBlazer EXT,2006,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,14,1385,27980
BMW,ALPINA B7,2014,premium unleaded (required),540.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24,16,3916,135200
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,23,15,1013,34195
Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,20,873,28230
GMC,Sierra 1500 Hybrid,2012,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,549,40010
Suzuki,Aerio,2006,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,481,16199
Lincoln,MKC,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29,20,61,40460
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Crew Cab Pickup,26,19,2202,33015
Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,25,1385,15145
Toyota,Tundra,2016,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,2031,32190
Volkswagen,GLI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24,873,26895
Kia,Cadenza,2016,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,1720,44090
Aston Martin,V8 Vantage,2016,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,19,13,259,148795
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32,25,2009,29630
Lamborghini,Huracan,2015,premium unleaded (required),610.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,20,14,1158,237250
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,30,23,436,21595
Subaru,Justy,1992,regular unleaded,73.0,3.0,MANUAL,four wheel drive,2.0,Compact,2dr Hatchback,29,24,640,2000
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,549,26595
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,23749
Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,31,26,2009,24150
Cadillac,CTS Coupe,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,40805
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,24,18,1851,2000
Infiniti,G35,2007,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,23,17,190,33950
Lexus,GX 460,2015,premium unleaded (required),301.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,454,61115
Ferrari,458 Italia,2014,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,17,13,2774,233509
Maserati,Ghibli,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,16,238,76050
Mitsubishi,Raider,2007,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,436,23020
Volkswagen,New Beetle,2010,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,20,873,27390
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,30,23,481,15899
Pontiac,G6,2008,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,210,20290
Volvo,V60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,37,25,870,35950
Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,29,20,376,39990
Land Rover,Freelander,2004,regular unleaded,174.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,19,16,258,28330
Lexus,RX 330,2005,regular unleaded,230.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,454,37425
Nissan,Frontier,2015,regular unleaded,261.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Crew Cab Pickup,22,16,2009,22700
GMC,Yukon,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,15,549,65325
Toyota,Camry Hybrid,2015,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,40,2031,27995
Ford,Windstar,2001,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,31115
Toyota,Venza,2015,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,20,2031,33560
Dodge,Ram Van,1998,regular unleaded,230.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,12,1851,2239
Cadillac,ATS Coupe,2016,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,30,20,1624,50835
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,30890
Dodge,Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,26595
Dodge,Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1851,32995
Scion,tC,2016,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,105,19385
Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16,586,31575
Volkswagen,Cabrio,2002,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,20600
Maybach,62,2012,premium unleaded (required),543.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16,10,67,430450
Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,38250
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,22595
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,64905
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,20,258,41955
Audi,200,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,Midsize,Wagon,22,16,3105,2000
Aston Martin,DB9 GT,2016,premium unleaded (required),540.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,19,13,259,213250
Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,22,2009,34490
Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,2dr SUV,30,21,258,53775
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,2202,24390
Hyundai,Tucson,2016,regular unleaded,164.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,21,1439,24100
BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,32,21,3916,49050
Mercedes-Benz,190-Class,1991,regular unleaded,130.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Sedan,26,18,617,2000
Buick,Park Avenue,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,155,35250
Plymouth,Grand Voyager,1998,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,22,17,535,2000
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,27,22,5657,18960
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31,22,1624,45445
Mazda,B-Series Pickup,1999,regular unleaded,160.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Extended Cab Pickup,20,15,586,3221
Bentley,Arnage,2007,premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,10,520,242990
Toyota,Tacoma,2015,regular unleaded,159.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,21,2031,20965
Chevrolet,Chevy Van,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,155,31065
Ferrari,Enzo,2003,premium unleaded (required),660.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,12,7,2774,643330
Pontiac,G6,2008,regular unleaded,219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,23100
Suzuki,Vitara,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,23,20,481,18199
Suzuki,SX4,2011,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,30,23,481,17099
Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,41970
BMW,4 Series,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,31,21,3916,50500
Volvo,V60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,36,25,870,36150
Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,17,454,4207
Mazda,3,2017,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,28,586,21495
Mercedes-Benz,C-Class,2016,premium unleaded (required),362.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,21,617,50800
Maserati,GranTurismo Convertible,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,161070
Ford,Festiva,1992,regular unleaded,63.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,37,30,5657,2000
Infiniti,JX,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,23,18,190,42650
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,21,17,2031,38855
Lincoln,MKX,2016,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,17,61,40755
Mitsubishi,Diamante,2003,premium unleaded (required),205.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23,16,436,28447
Toyota,ECHO,2003,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,36,28,2031,11575
Dodge,RAM 250,1991,regular unleaded,170.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,13,11,1851,2000
Oldsmobile,Silhouette,2002,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,33400
FIAT,500X,2017,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,33,25,819,19995
Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,29,21,3105,47900
Toyota,Celica,2004,premium unleaded (required),180.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,28,22,2031,24810
Infiniti,M30,1991,regular unleaded,162.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,23,17,190,2000
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,28205
Lexus,LX 470,2005,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,16,12,454,65225
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,14,1624,78570
Chrysler,Prowler,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,21,15,1013,44625
Honda,Element,2009,regular unleaded,166.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,23,18,2202,23270
Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,23210
Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,17,376,38115
Audi,S6,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,27,18,3105,75300
Suzuki,Equator,2011,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,481,25279
GMC,Envoy,2007,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,14,549,32960
Dodge,Intrepid,2003,regular unleaded,244.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,17,1851,24875
Toyota,Corolla iM,2017,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,27,2031,18750
Subaru,WRX,2016,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Compact,Sedan,27,20,640,30395
Cadillac,CTS-V Coupe,2013,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,19,14,1624,63215
Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,27,18,1624,50050
Mazda,2,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,28,586,17050
Infiniti,M,2013,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,26,18,190,48700
Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,14,1385,28525
Mercedes-Benz,S-Class,2017,premium unleaded (required),449.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,25,16,617,99600
Subaru,Forester,2017,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Midsize,4dr SUV,28,22,640,22595
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,29395
Ford,Flex,2016,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,23,16,5657,32300
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31,21,1624,37995
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,26725
Nissan,370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,45490
Acura,TL,2013,premium unleaded (recommended),305.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26,18,204,43185
Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,18,1013,29370
Plymouth,Colt,1994,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,25,19,535,2000
Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,640,27695
Infiniti,Q50,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,31,23,190,33950
Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,23,20,1385,19580
Kia,Forte,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33,25,1720,19690
Cadillac,Escalade,2017,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,15,1624,85495
Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,19,2202,33030
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,31095
Chevrolet,TrailBlazer EXT,2006,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,14,1385,25880
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,25,18,549,24685
Chevrolet,Spark EV,2015,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,109,128,1385,25170
Kia,Sorento,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,21,1720,25400
Ford,Ranger,2011,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,27,22,5657,18160
Ford,Mustang,2016,premium unleaded (recommended),310.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,29,20,5657,35145
GMC,Sierra 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,549,44900
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26,2009,25240
Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,22,17,204,2356
Mercedes-Benz,G-Class,2015,premium unleaded (required),382.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,15,12,617,115400
Mercedes-Benz,SLC-Class,2017,premium unleaded (required),362.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,29,20,617,60300
Chevrolet,Silverado 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,16,1385,43450
Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,31,24,3105,42350
Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,34825
Audi,SQ5,2015,premium unleaded (required),354.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,3105,52700
Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26,20,873,35565
Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26,19,870,2000
Buick,Riviera,1999,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,25,16,155,2379
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,28,18,1624,45150
Mazda,3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,586,24345
Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,19,376,45080
Audi,A7,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,30,20,3105,70950
Cadillac,Escalade,2017,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,15,1624,73395
Nissan,Xterra,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,2009,27720
Oldsmobile,Cutlass Ciera,1992,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,28,19,26,2000
Kia,Forte,2017,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,30,25,1720,23690
Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,21,586,27550
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,29695
Dodge,Ramcharger,1992,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,14,11,1851,2000
Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,873,26930
Lincoln,Mark LT,2008,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,61,42015
Nissan,Armada,2017,regular unleaded,390.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18,13,2009,47800
FIAT,500,2016,premium unleaded (recommended),101.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,40,31,819,16995
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,204,36870
Lamborghini,Gallardo,2014,premium unleaded (required),560.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,20,13,1158,225400
Chevrolet,Silverado 1500 Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,23,20,1385,38725
Hyundai,Accent,2015,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,16195
Toyota,Highlander,2016,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,44990
Chevrolet,Trax,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,26,1385,20040
Volvo,850,1995,regular unleaded,240.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,24,17,870,2000
Suzuki,Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,23649
Dodge,RAM 250,1992,regular unleaded,180.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,1851,2000
Honda,HR-V,2017,regular unleaded,141.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,28,2202,20165
Infiniti,J30,1997,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,16,190,2081
Lexus,IS 300,2005,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Sedan,23,16,454,29735
Pontiac,G6,2009,flex-fuel (unleaded/E85),219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,24710
Pontiac,Vibe,2009,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32,26,210,16100
Oldsmobile,Custom Cruiser,1992,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23,15,26,2000
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,31,22,2202,27530
Lincoln,MKZ,2016,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,22,61,45605
Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,21,15,2009,26310
Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,33100
Toyota,Tacoma,2016,regular unleaded,159.0,4.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,21,19,2031,25185
Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,26,19,870,2000
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,18,1385,22955
Volvo,S40,2011,regular unleaded,227.0,5.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,30,21,870,27750
Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23,18,2031,38795
Buick,Encore,2017,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,24,155,25865
Suzuki,SX4,2011,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,29,23,481,19349
